gmina,powiat,wojewodztwo,teryt_gmi,pop_risk_total,pop_ge65,pop_outside_ge65,outside_share,risk_class_max,priority_score_v12,rank,new_large_siren_gap_count,gap_count_not_priced_as_integration,estimated_new_siren_gap_cost_pln,new_siren_cost_per_pop_outside_ge65_pln
Szczawa,limanowski,MAŁOPOLSKIE,1207132,21.863736002365105,5.7881242356510105,16.075611766714093,0.7352637154498718,niskie ryzyko,43.75,1025,0,4,0,0.0
Tyszowce,tomaszowski,LUBELSKIE,0618123,113.64095123317614,97.69140726733268,15.949543965843452,0.1403503208373987,wysokie ryzyko,44.71,991,0,2,0,0.0
Stęszew,poznański,WIELKOPOLSKIE,3021143,15.943763431492128,0.0,15.943763431492128,1.0,wysokie ryzyko,61.02,482,0,4,0,0.0
Łask,łaski,ŁÓDZKIE,1003023,75.1202942141957,59.22711881925018,15.893175394945525,0.2115696638464728,wysokie ryzyko,45.71,955,0,4,0,0.0
Obrzycko,szamotulski,WIELKOPOLSKIE,3024011,121.1869357782171,105.34627460034964,15.84066117786745,0.1307126141621178,wysokie ryzyko,45.66,956,0,2,0,0.0
Dziwnów,kamieński,ZACHODNIOPOMORSKIE,3207013,508.8099631767993,493.01357514878384,15.796388028015445,0.0310457521888709,wysokie ryzyko,41.59,1081,0,3,0,0.0
Ludwin,łęczyński,LUBELSKIE,0610022,15.72566797754033,0.0,15.72566797754033,1.0,niskie ryzyko,48.27,869,0,3,0,0.0
Narol,lubaczowski,PODKARPACKIE,1809053,91.24246027231796,75.73434583177979,15.50811444053818,0.1699659828796088,wysokie ryzyko,44.13,1013,0,1,0,0.0
Dębe Wielkie,miński,MAZOWIECKIE,1412052,81.43023959848722,65.96131385486137,15.46892574362585,0.1899653718311449,wysokie ryzyko,45.27,972,0,3,0,0.0
Piątek,łęczycki,ŁÓDZKIE,1004063,55.29499171305362,39.832055464431136,15.462936248622484,0.2796444265488896,wysokie ryzyko,47.06,913,0,4,0,0.0
Urszulin,włodawski,LUBELSKIE,0619052,15.367763734277586,0.0,15.367763734277586,1.0,wysokie ryzyko,62.05,441,0,2,0,0.0
Osiek,starogardzki,POMORSKIE,2213082,19.124640275549694,3.7748582471589023,15.349782028390797,0.8026180784176659,niskie ryzyko,44.98,979,0,1,0,0.0
Ostrów Lubelski,lubartowski,LUBELSKIE,0608103,17.03920987763229,1.7494770788253808,15.289732798806906,0.8973263965060988,niskie ryzyko,48.22,871,0,2,0,0.0
Wyszki,bielski,PODLASKIE,2003082,15.286835642253454,0.0,15.286835642253454,1.0,wysokie ryzyko,60.86,485,0,5,0,0.0
Szerzyny,tarnowski,MAŁOPOLSKIE,1216162,64.06565550024399,48.78925138696109,15.276404113282902,0.2384491970619847,niskie ryzyko,33.89,1285,0,3,0,0.0
Ojrzeń,ciechanowski,MAZOWIECKIE,1402062,23.032096195168457,7.799374070831421,15.232722124337036,0.6613693341352261,niskie ryzyko,41.54,1082,0,4,0,0.0
Kietrz,głubczycki,OPOLSKIE,1602043,465.0903482187889,449.8987135109998,15.191634707789005,0.0326638356740151,wysokie ryzyko,43.38,1037,0,1,0,0.0
Jordanów Śląski,wrocławski,DOLNOŚLĄSKIE,0223032,164.57061737435333,149.46377309292265,15.106844281430693,0.0917955132116126,wysokie ryzyko,43.77,1023,0,2,0,0.0
Zapolice,zduńskowolski,ŁÓDZKIE,1019032,204.96507957248025,189.86287161050308,15.10220796197717,0.0736818583608369,wysokie ryzyko,42.8,1051,0,4,0,0.0
Stare Juchy,ełcki,WARMIŃSKO-MAZURSKIE,2805052,14.844596338291309,0.0,14.844596338291309,1.0,niskie ryzyko,47.99,877,0,4,0,0.0
Lubsko,żarski,LUBUSKIE,0811063,243.44673487366435,228.72485361318292,14.72188126048141,0.0604726995748013,wysokie ryzyko,42.13,1071,0,4,0,0.0
Lidzbark Warmiński,lidzbarski,WARMIŃSKO-MAZURSKIE,2809032,20.6962296499122,6.0,14.696229649912196,0.7100921229860118,niskie ryzyko,42.71,1052,0,3,0,0.0
Glinojeck,ciechanowski,MAZOWIECKIE,1402033,45.634607586713805,31.10330108494055,14.531306501773251,0.3184273355295366,wysokie ryzyko,46.65,933,0,6,0,0.0
Namysłów,namysłowski,OPOLSKIE,1606023,23.092323309560868,8.889274329790897,14.20304897976997,0.6150550028844223,niskie ryzyko,40.37,1116,0,3,0,0.0
Jastrzębia,radomski,MAZOWIECKIE,1425042,19.99034815850661,5.806862235894021,14.18348592261259,0.7095167032684725,niskie ryzyko,42.63,1055,0,4,0,0.0
Krasnystaw,krasnostawski,LUBELSKIE,0606052,29.121074832449096,15.017632468336554,14.103442364112544,0.4843036338891354,niskie ryzyko,39.36,1137,0,2,0,0.0
Lipinki,gorlicki,MAŁOPOLSKIE,1205052,22.377777861507887,8.343194543191084,14.034583318316804,0.6271660843705912,niskie ryzyko,41.48,1085,0,3,0,0.0
Susz,iławski,WARMIŃSKO-MAZURSKIE,2807063,14.034005281967977,0.0,14.034005281967977,1.0,niskie ryzyko,47.96,879,0,2,0,0.0
Kosów Lacki,sokołowski,MAZOWIECKIE,1429053,349.4546675857736,335.4367182533821,14.017949332391538,0.04011378479857,wysokie ryzyko,41.04,1097,0,5,0,0.0
Skarżysko Kościelne,skarżyski,ŚWIĘTOKRZYSKIE,2610042,14.0,0.0,14.0,1.0,niskie ryzyko,47.99,878,0,1,0,0.0
Przytyk,radomski,MAZOWIECKIE,1425093,88.32037969443745,74.35643492126191,13.963944773175545,0.1581055790462709,wysokie ryzyko,45.27,973,0,2,0,0.0
Mszana,wodzisławski,ŚLĄSKIE,2415092,17.28684132188204,3.3317981192692683,13.955043202612767,0.8072639149494701,wysokie ryzyko,60.34,502,0,1,0,0.0
Rokietnica,jarosławski,PODKARPACKIE,1804092,22.69586397783376,8.742425000399162,13.9534389774346,0.6148009606976155,wysokie ryzyko,56.49,636,0,1,0,0.0
Kluki,bełchatowski,ŁÓDZKIE,1001052,28.529394344324757,14.582814435772535,13.946579908552224,0.4888494911679246,niskie ryzyko,37.45,1197,0,2,0,0.0
Środa Wielkopolska,średzki,WIELKOPOLSKIE,3025043,19.17600577562218,5.3179917740997515,13.858014001522433,0.7226746885495656,wysokie ryzyko,54.61,699,0,5,0,0.0
Żytno,radomszczański,ŁÓDZKIE,1012142,23.220419213941543,9.475690198730312,13.744729015211233,0.5919242408405312,wysokie ryzyko,51.88,768,0,2,0,0.0
Wiśniowa,strzyżowski,PODKARPACKIE,1819052,114.82462464203982,101.13315426424076,13.691470377799028,0.1192381026324407,wysokie ryzyko,43.32,1038,0,3,0,0.0
Czerwionka-Leszczyny,rybnicki,ŚLĄSKIE,2412013,157.35789312604678,143.70555170612317,13.652341419923632,0.0867598132429737,wysokie ryzyko,43.68,1029,0,2,0,0.0
Inowrocław,inowrocławski,KUJAWSKO-POMORSKIE,0407042,14.075325100592154,0.4414738979324372,13.633851202659717,0.9686349057817596,niskie ryzyko,48.12,873,0,2,0,0.0
Wólka,lubelski,LUBELSKIE,0609142,30.00811185865192,16.39101229110801,13.617099567543914,0.4537806187768471,wysokie ryzyko,51.0,794,0,1,0,0.0
Myślenice,myślenicki,MAŁOPOLSKIE,1209033,563.8075863075785,550.2635378279646,13.544048479613968,0.0240224658350467,wysokie ryzyko,41.35,1087,0,3,0,0.0
Łączna,skarżyski,ŚWIĘTOKRZYSKIE,2610032,13.510558573638326,0.0,13.510558573638326,1.0,niskie ryzyko,48.69,858,0,2,0,0.0
Turośl,kolneński,PODLASKIE,2006062,34.30905706318417,20.817338511588257,13.491718551595916,0.3932407272735396,niskie ryzyko,37.22,1202,0,1,0,0.0
Sabnie,sokołowski,MAZOWIECKIE,1429072,13.441006487283904,0.0,13.441006487283904,1.0,niskie ryzyko,47.55,888,0,3,0,0.0
Narewka,hajnowski,PODLASKIE,2005092,13.43859588743884,0.0,13.43859588743884,1.0,niskie ryzyko,47.35,900,0,6,0,0.0
Mściwojów,jaworski,DOLNOŚLĄSKIE,0205042,31.941850353441264,18.549306893309655,13.39254346013161,0.4192788868503593,wysokie ryzyko,49.19,843,0,1,0,0.0
Kocmyrzów-Luborzyca,krakowski,MAŁOPOLSKIE,1206052,13.327339520807952,0.0,13.327339520807952,1.0,niskie ryzyko,49.27,840,0,1,0,0.0
Galewice,wieruszowski,ŁÓDZKIE,1018032,40.49766781148204,27.188952705227344,13.308715106254695,0.3286291736158042,niskie ryzyko,37.83,1184,0,1,0,0.0
Zamość,zamojski,LUBELSKIE,0620142,14.384802344218013,1.0931608260974852,13.291641518120528,0.9240058500673886,wysokie ryzyko,58.44,568,0,3,0,0.0
Wasilków,białostocki,PODLASKIE,2002133,140.9699321224764,127.75190819985724,13.218023922619151,0.0937648456206616,wysokie ryzyko,42.17,1067,0,3,0,0.0
Zduńska Wola,zduńskowolski,ŁÓDZKIE,1019042,29.46164273683165,16.245991178815984,13.215651558015663,0.4485714417239212,niskie ryzyko,37.19,1205,0,3,0,0.0
Radziłów,grajewski,PODLASKIE,2004032,13.206896551724135,0.0,13.206896551724135,1.0,wysokie ryzyko,60.29,505,0,1,0,0.0
Bierutów,oleśnicki,DOLNOŚLĄSKIE,0214023,103.45187691296546,90.28136597126206,13.170510941703387,0.1273105074041701,wysokie ryzyko,42.65,1054,0,4,0,0.0
Kisielice,iławski,WARMIŃSKO-MAZURSKIE,2807043,28.24647886216485,15.081017177669324,13.165461684495522,0.4660921366071645,niskie ryzyko,38.5,1167,0,2,0,0.0
Kolno,kolneński,PODLASKIE,2006032,19.670637097112497,6.536002966226746,13.13463413088575,0.6677279472973358,wysokie ryzyko,53.28,735,0,4,0,0.0
Gródek,białostocki,PODLASKIE,2002042,17.69443732090484,4.569267782331927,13.125169538572912,0.7417681218416801,niskie ryzyko,42.04,1074,0,1,0,0.0
Rogóźno,grudziądzki,KUJAWSKO-POMORSKIE,0406052,17.135327552820108,4.026364635634132,13.108962917185972,0.7650255226681394,wysokie ryzyko,55.19,677,0,3,0,0.0
Pieniężno,braniewski,WARMIŃSKO-MAZURSKIE,2802053,89.79442363624113,76.76392688480225,13.030496751438887,0.1451147657478784,wysokie ryzyko,43.53,1033,0,2,0,0.0
Krasnobród,zamojski,LUBELSKIE,0620043,38.39030915201474,25.392576190003005,12.997732962011728,0.3385680722326145,wysokie ryzyko,46.8,924,0,2,0,0.0
Przechlewo,człuchowski,POMORSKIE,2203062,12.994973739457324,0.0,12.994973739457324,1.0,niskie ryzyko,47.7,883,0,4,0,0.0
Gołdap,gołdapski,WARMIŃSKO-MAZURSKIE,2818033,12.648861592891713,0.0,12.648861592891713,1.0,niskie ryzyko,47.16,911,0,4,0,0.0
Głogów Małopolski,rzeszowski,PODKARPACKIE,1816063,26.30523391562207,13.6570239790635,12.64820993655857,0.4808248418215772,niskie ryzyko,38.51,1165,0,1,0,0.0
Świnice Warckie,łęczycki,ŁÓDZKIE,1004072,105.17673275298505,92.74882154924912,12.427911203735915,0.1181621721690456,wysokie ryzyko,42.52,1060,0,4,0,0.0
Budry,węgorzewski,WARMIŃSKO-MAZURSKIE,2819012,12.156087999345344,0.0,12.156087999345344,1.0,wysokie ryzyko,59.32,535,0,4,0,0.0
Młynary,elbląski,WARMIŃSKO-MAZURSKIE,2804063,28.49420029715476,16.494200297154762,12.0,0.421138332532822,wysokie ryzyko,51.25,786,0,1,0,0.0
Osiek Mały,kolski,WIELKOPOLSKIE,3009102,76.44418418679284,64.44836741821526,11.995816768577576,0.1569225559300308,niskie ryzyko,31.67,1322,0,1,0,0.0
Strzegowo,mławski,MAZOWIECKIE,1413052,53.529685287876816,41.70561279861547,11.82407248926135,0.2208881375945473,wysokie ryzyko,43.7,1027,0,3,0,0.0
Biesiekierz,koszaliński,ZACHODNIOPOMORSKIE,3209022,11.74667842415571,0.0,11.74667842415571,1.0,niskie ryzyko,50.15,819,0,1,0,0.0
Myślibórz,myśliborski,ZACHODNIOPOMORSKIE,3210043,181.04388168683667,169.34359536978243,11.700286317054218,0.0646267977025203,wysokie ryzyko,40.9,1101,0,3,0,0.0
Sarnaki,łosicki,MAZOWIECKIE,1410052,28.080430930841697,16.39057582404455,11.689855106797149,0.416298992547076,wysokie ryzyko,47.5,890,0,2,0,0.0
Syców,oleśnicki,DOLNOŚLĄSKIE,0214073,11.588067519678535,0.0,11.588067519678535,1.0,wysokie ryzyko,59.15,542,0,2,0,0.0
Kluczbork,kluczborski,OPOLSKIE,1604023,172.0860233366351,160.5211720774713,11.56485125916378,0.0672038962544947,wysokie ryzyko,41.25,1090,0,3,0,0.0
Nowa Wieś Lęborska,lęborski,POMORSKIE,2208042,24.691816032083317,13.157120188710934,11.534695843372385,0.4671465164159969,niskie ryzyko,37.6,1192,0,2,0,0.0
Łęczyca,łęczycki,ŁÓDZKIE,1004011,11.530481788334454,0.0,11.530481788334454,1.0,wysokie ryzyko,59.03,546,0,0,0,0.0
Ozorków,zgierski,ŁÓDZKIE,1020062,11.52536336719277,0.0,11.52536336719277,1.0,niskie ryzyko,48.25,870,0,2,0,0.0
Zakroczym,nowodworski,MAZOWIECKIE,1414063,56.6263062808556,45.11760253588632,11.508703744969282,0.2032395277185893,wysokie ryzyko,44.81,984,0,2,0,0.0
Szydłowo,pilski,WIELKOPOLSKIE,3019062,11.44395598186586,0.0,11.44395598186586,1.0,niskie ryzyko,47.63,886,0,3,0,0.0
Jakubów,miński,MAZOWIECKIE,1412082,13.66368163489263,2.2405918437343613,11.423089791158269,0.8360184389826083,niskie ryzyko,44.06,1015,0,3,0,0.0
Choceń,włocławski,KUJAWSKO-POMORSKIE,0418052,13.524706031125088,2.1672261627865836,11.357479868338505,0.8397579838113275,niskie ryzyko,44.95,980,0,2,0,0.0
Sędziejowice,łaski,ŁÓDZKIE,1003032,45.82902291009863,34.51207595110675,11.316946958991878,0.2469384298502715,wysokie ryzyko,45.57,958,0,2,0,0.0
Klembów,wołomiński,MAZOWIECKIE,1434072,39.336536800216216,28.103036338151327,11.233500462064889,0.2855742110475557,niskie ryzyko,32.95,1307,0,3,0,0.0
Zielonka,wołomiński,MAZOWIECKIE,1434041,26.30612578235269,15.15165062958354,11.154475152769152,0.4240257666620018,niskie ryzyko,38.18,1176,0,1,0,0.0
Radziejów,radziejowski,KUJAWSKO-POMORSKIE,0411062,11.154273081159786,0.0,11.154273081159786,1.0,niskie ryzyko,47.19,908,0,3,0,0.0
Imielno,jędrzejowski,ŚWIĘTOKRZYSKIE,2602012,73.99192217972006,62.85464802293319,11.137274156786862,0.15052013555933,wysokie ryzyko,42.28,1064,0,5,0,0.0
Rzeszów,Rzeszów,PODKARPACKIE,1863011,649.8852098235329,638.8464662365795,11.03874358695338,0.01698568211754,wysokie ryzyko,40.25,1119,0,3,0,0.0
Kobylanka,stargardzki,ZACHODNIOPOMORSKIE,3214062,11.011720453388598,0.0,11.011720453388598,1.0,niskie ryzyko,47.12,912,0,3,0,0.0
Koronowo,bydgoski,KUJAWSKO-POMORSKIE,0403043,2007.6534314678563,1996.6796728852012,10.973758582655268,0.0054659626062213,wysokie ryzyko,39.18,1144,0,4,0,0.0
Kazanów,zwoleński,MAZOWIECKIE,1436013,30.99843269854282,20.0853611408058,10.91307155773702,0.3520523654813691,niskie ryzyko,33.65,1290,0,2,0,0.0
Zawiercie,zawierciański,ŚLĄSKIE,2416021,49.70761217177863,38.81306200448462,10.894550167294003,0.2191726717760013,wysokie ryzyko,44.21,1009,0,3,0,0.0
Rybczewice,świdnicki,LUBELSKIE,0617042,79.84612135170437,68.97407311638986,10.872048235314526,0.136162509227287,wysokie ryzyko,42.27,1065,0,3,0,0.0
Mielno,koszaliński,ZACHODNIOPOMORSKIE,3209053,11.837948572647,0.9951277769948504,10.842820795652148,0.915937480984314,niskie ryzyko,44.89,982,0,5,0,0.0
Bolimów,skierniewicki,ŁÓDZKIE,1015013,80.01058022896233,69.24521001548806,10.765370213474268,0.1345493331340372,niskie ryzyko,29.68,1349,0,2,0,0.0
Przybiernów,goleniowski,ZACHODNIOPOMORSKIE,3204062,11.657643852179756,0.8988605693319219,10.758783282847832,0.92289517669869,niskie ryzyko,45.28,971,0,3,0,0.0
Iłowa,żagański,LUBUSKIE,0810043,52.63211472912469,41.88234112616495,10.74977360295973,0.2042436192861389,wysokie ryzyko,42.87,1048,0,3,0,0.0
Pobiedziska,poznański,WIELKOPOLSKIE,3021123,14.53966347774469,3.817488255022761,10.722175222721928,0.7374431491577473,niskie ryzyko,42.51,1061,0,1,0,0.0
Frampol,biłgorajski,LUBELSKIE,0602053,36.06530305724173,25.36485323930748,10.700449817934246,0.2966965174519905,niskie ryzyko,33.15,1300,0,2,0,0.0
Spiczyn,łęczyński,LUBELSKIE,0610062,67.54211576951745,56.87021944289483,10.671896326622615,0.1580035834684197,niskie ryzyko,29.83,1346,0,4,0,0.0
Koźmin Wielkopolski,krotoszyński,WIELKOPOLSKIE,3012033,39.382100384720715,28.814461410925407,10.567638973795306,0.2683360935694351,niskie ryzyko,33.03,1306,0,2,0,0.0
Lesznowola,piaseczyński,MAZOWIECKIE,1418032,41.13744518581736,30.59888222496243,10.53856296085493,0.2561793255087273,wysokie ryzyko,44.48,996,0,3,0,0.0
Błędów,grójecki,MAZOWIECKIE,1406022,20.409722323978567,9.930526792329117,10.47919553164945,0.5134413572759813,wysokie ryzyko,49.2,841,0,5,0,0.0
Pyskowice,gliwicki,ŚLĄSKIE,2405021,106.38283013448611,96.08608859608832,10.29674153839778,0.0967895056503096,wysokie ryzyko,41.16,1093,0,2,0,0.0
Gorzkowice,piotrkowski,ŁÓDZKIE,1010032,10.29537354565592,0.0,10.29537354565592,1.0,niskie ryzyko,47.5,891,0,1,0,0.0
Świeradów-Zdrój,lubański,DOLNOŚLĄSKIE,0210021,27.818908409066875,17.55380465687794,10.265103752188937,0.3689973596822829,wysokie ryzyko,46.59,934,0,1,0,0.0
Dębno,brzeski,MAŁOPOLSKIE,1202042,37.99255196924368,27.746459015067753,10.246092954175923,0.2696868839574267,niskie ryzyko,32.09,1319,0,3,0,0.0
Dołhobyczów,hrubieszowski,LUBELSKIE,0604022,10.189164027056185,0.0,10.189164027056185,1.0,niskie ryzyko,46.34,945,0,2,0,0.0
Skrwilno,rypiński,KUJAWSKO-POMORSKIE,0412052,20.09686582472203,9.91653154444749,10.180334280274542,0.5065632805166699,niskie ryzyko,37.55,1195,0,2,0,0.0
Kutno,kutnowski,ŁÓDZKIE,1002011,917.3622175673138,907.2224055303066,10.139812037007225,0.0110532261333982,wysokie ryzyko,39.36,1138,0,2,0,0.0
Ruda-Huta,chełmski,LUBELSKIE,0603092,15.091534506566774,4.9565507490428455,10.13498375752393,0.671567477324052,wysokie ryzyko,51.81,772,0,3,0,0.0
Golub-Dobrzyń,golubsko-dobrzyński,KUJAWSKO-POMORSKIE,0405032,24.641847509204513,14.52259625143159,10.119251257772923,0.4106531076451577,wysokie ryzyko,48.09,874,0,1,0,0.0
Łosice,łosicki,MAZOWIECKIE,1410023,13.674069996696304,3.6164301468633977,10.057639849832908,0.7355264271912358,niskie ryzyko,42.05,1073,0,1,0,0.0
Sochaczew,sochaczewski,MAZOWIECKIE,1428072,267.5581342149803,257.5051216003507,10.053012614629644,0.037573190006446,wysokie ryzyko,40.59,1109,0,2,0,0.0
Aleksandrów,piotrkowski,ŁÓDZKIE,1010012,24.38900267756562,14.343660430208764,10.045342247356857,0.411879992805,wysokie ryzyko,47.32,902,0,3,0,0.0
Słopnice,limanowski,MAŁOPOLSKIE,1207112,9.968302995685892,0.0,9.968302995685892,1.0,niskie ryzyko,46.78,926,0,3,0,0.0
Skoki,wągrowiecki,WIELKOPOLSKIE,3028053,130.49234386231026,120.5614772230712,9.93086663923906,0.0761030597298311,wysokie ryzyko,40.78,1105,0,3,0,0.0
Żyrardów,żyrardowski,MAZOWIECKIE,1438011,79.4697294864065,69.54411840203856,9.92561108436793,0.1248980102048256,niskie ryzyko,29.75,1348,0,1,0,0.0
Mogilany,krakowski,MAŁOPOLSKIE,1206092,9.895306248095626,0.0,9.895306248095626,1.0,niskie ryzyko,46.74,930,0,1,0,0.0
Szczytno,szczycieński,WARMIŃSKO-MAZURSKIE,2817062,9.779613230027758,0.0,9.779613230027758,1.0,wysokie ryzyko,58.28,575,0,2,0,0.0
Andrychów,wadowicki,MAŁOPOLSKIE,1218013,1060.567508703033,1050.80675411641,9.760754586622962,0.0092033317129989,wysokie ryzyko,38.63,1162,0,4,0,0.0
Imielin,bieruńsko-lędziński,ŚLĄSKIE,2414021,33.773036729466895,24.02555086062439,9.747485868842508,0.2886173946075109,wysokie ryzyko,44.14,1012,0,1,0,0.0
Wojciechów,lubelski,LUBELSKIE,0609132,9.726767275557492,0.0,9.726767275557492,1.0,wysokie ryzyko,58.75,560,0,2,0,0.0
Michałowice,pruszkowski,MAZOWIECKIE,1421042,49.3354528120427,39.66310142600305,9.672351386039647,0.1960527538459856,wysokie ryzyko,42.38,1063,0,2,0,0.0
Cyców,łęczyński,LUBELSKIE,0610012,25.002943326342468,15.34846291492294,9.65448041141953,0.3861337557505805,wysokie ryzyko,46.81,923,0,2,0,0.0
Narew,hajnowski,PODLASKIE,2005082,16.876639140703205,7.222166309985175,9.654472830718028,0.5720613417296634,wysokie ryzyko,50.05,821,0,3,0,0.0
Murów,opolski,OPOLSKIE,1609062,17.46759010964329,7.9048458701573825,9.562744239485909,0.5474564138190205,niskie ryzyko,37.96,1181,0,1,0,0.0
Węgorzyno,łobeski,ZACHODNIOPOMORSKIE,3218053,9.552523989499356,0.0,9.552523989499356,1.0,niskie ryzyko,48.44,863,0,1,0,0.0
Trzciana,bocheński,MAŁOPOLSKIE,1201082,17.081187538195437,7.532995458179472,9.548192080015966,0.5589887739751785,niskie ryzyko,37.16,1206,0,3,0,0.0
Nowa Karczma,kościerski,POMORSKIE,2206072,9.480034962089604,0.0,9.480034962089604,1.0,wysokie ryzyko,58.98,550,0,2,0,0.0
Nidzica,nidzicki,WARMIŃSKO-MAZURSKIE,2811043,113.67656639594487,104.40279194452523,9.273774451419628,0.0815803533255772,wysokie ryzyko,40.11,1122,0,3,0,0.0
Czerwin,ostrołęcki,MAZOWIECKIE,1415032,9.750620723791185,0.4860093141972762,9.264611409593908,0.9501560641148282,niskie ryzyko,45.81,954,0,1,0,0.0
Raciechowice,myślenicki,MAŁOPOLSKIE,1209052,104.04341476289189,94.833420414915,9.209994347976869,0.088520685032934,wysokie ryzyko,40.35,1117,0,3,0,0.0
Czarnia,ostrołęcki,MAZOWIECKIE,1415022,17.19866500704797,8.0,9.198665007047971,0.5348476177237235,niskie ryzyko,36.63,1220,0,2,0,0.0
Ryglice,tarnowski,MAŁOPOLSKIE,1216063,42.745044643964775,33.57970820052362,9.16533644344116,0.214418689225424,niskie ryzyko,32.4,1317,0,1,0,0.0
Raciąż,płoński,MAZOWIECKIE,1420021,475.2944175492622,466.1728648237772,9.121552725484996,0.0191913735753893,wysokie ryzyko,39.14,1145,0,2,0,0.0
Bukowsko,sanocki,PODKARPACKIE,1817032,24.047407818067818,14.99017083796936,9.05723698009846,0.3766408857296203,wysokie ryzyko,48.06,875,0,1,0,0.0
Zgierz,zgierski,ŁÓDZKIE,1020092,13.274696790354362,4.221473870036171,9.053222920318191,0.6819909383464359,niskie ryzyko,39.62,1130,0,3,0,0.0
Drzewica,opoczyński,ŁÓDZKIE,1007023,76.82702222706936,67.82305378763552,9.003968439433855,0.1171979360702253,wysokie ryzyko,41.02,1099,0,3,0,0.0
Wisła,cieszyński,ŚLĄSKIE,2403031,42.61789247043477,33.61853753340883,8.999354937025936,0.2111637721942501,wysokie ryzyko,42.67,1053,0,3,0,0.0
Luboń,poznański,WIELKOPOLSKIE,3021011,435.2946799631487,426.3161087112669,8.978571251881881,0.0206264208251798,wysokie ryzyko,38.85,1155,0,2,0,0.0
Dobiegniew,strzelecko-drezdenecki,LUBUSKIE,0806013,8.95970570117137,0.0,8.95970570117137,1.0,niskie ryzyko,45.31,970,0,2,0,0.0
Lisia Góra,tarnowski,MAŁOPOLSKIE,1216032,23.857067169164388,14.93334972901085,8.92371744015354,0.3740492231034826,wysokie ryzyko,46.55,938,0,1,0,0.0
Miastków Kościelny,garwoliński,MAZOWIECKIE,1403082,36.925510341929794,28.0353214244966,8.890188917433196,0.2407600825312947,niskie ryzyko,30.92,1331,0,2,0,0.0
Kościerzyna,kościerski,POMORSKIE,2206042,8.827686825299523,0.0,8.827686825299523,1.0,niskie ryzyko,46.5,940,0,2,0,0.0
Marianowo,stargardzki,ZACHODNIOPOMORSKIE,3214082,12.731172012297996,3.9114067723866337,8.819765239911362,0.6927693091721396,niskie ryzyko,40.35,1118,0,1,0,0.0
Banie Mazurskie,gołdapski,WARMIŃSKO-MAZURSKIE,2818012,13.168114361712671,4.492626128743231,8.67548823296944,0.6588254016227338,niskie ryzyko,38.92,1149,0,2,0,0.0
Małogoszcz,jędrzejowski,ŚWIĘTOKRZYSKIE,2602033,14.983083845342025,6.326109482636418,8.656974362705608,0.5777832155292189,wysokie ryzyko,49.66,827,0,1,0,0.0
Błażowa,rzeszowski,PODKARPACKIE,1816023,24.816236356046712,16.208154873902913,8.608081482143797,0.3468729648864082,niskie ryzyko,32.85,1309,0,3,0,0.0
Niebylec,strzyżowski,PODKARPACKIE,1819032,307.6009359698222,298.9968932586791,8.604042711143123,0.0279714451583698,wysokie ryzyko,39.4,1136,0,2,0,0.0
